id_emp,codigo,protocolo,empreendimento,tipo,situacao,potencia_mw,rio,municipio,lat_barragem,lon_barragem,lat_casa_forca,lon_casa_forca,lat_barragem_original,lon_barragem_original,lat_barragem_conferida,lon_barragem_conferida,coordenada_status,status_barragem,status_casa_forca,fase_verificada,grau_confianca,observacao,data_conferencia,origem_conferencia,prioridade_siga,siga_fase,siga_nome,chave_local
1314,,141246739,PCH ORTIGUEIRA,PCH,DEFERIDO,5.1,BARRA GRANDE,ORTIGUEIRA,-24.156899,-50.8458,-24.153087,-50.845777,-24.156899,-50.8458,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Ortigueira: rio natural em vale florestado no marcador, sem barragem. PCH não construída; casa de força -24.153087,-50.845777.",2026-06-21,direta,3,,,"-24.1569,-50.8458"
1315,,236575055,PCH ORTIGUEIRA,PCH,DEFERIDO,5.1,BARRA GRANDE,ORTIGUEIRA,-24.156899,-50.8458,-24.153087,-50.845777,-24.156899,-50.8458,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Ortigueira: rio natural em vale florestado no marcador, sem barragem. PCH não construída; casa de força -24.153087,-50.845777.",2026-06-21,propagado:#1314,3,,,"-24.1569,-50.8458"
1316,,146267319,PCH ORTIGUEIRA,PCH,ARQUIVADO,5.1,BARRA GRANDE,ORTIGUEIRA,-24.156899,-50.8458,-24.153087,-50.845777,-24.156899,-50.8458,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Ortigueira: rio natural em vale florestado no marcador, sem barragem. PCH não construída; casa de força -24.153087,-50.845777.",2026-06-21,propagado:#1314,3,,,"-24.1569,-50.8458"
1317,,208861743,PCH PADRE PONCIANO,PCH,DEFERIDO,6.2,CHOPIM,PALMAS,-26.421808,-51.783467,-26.420502,-51.811033,-26.421808,-51.783467,,,Original/SIGA (não re-medida),Pendente de validação,Pendente de validação,Pendente de validação,Baixo,"PCH Padre Ponciano (Rio Chopim, Palmas; SIGA 'Salto Santo Antônio'): visual escuro sem estrutura; nome SIGA diverge. Há notícia de 'PCH Santo Antônio' com barragem em construção no Chopim (pode ou não ser este ponto). Status incerto (possível construção). Mantém Pendente — verificar.",2026-06-26,direta,0,Operação,Salto Santo Antônio,"-26.4218,-51.7835"
1318,,232229993,PCH PADRE PONCIANO,PCH,PROTOCOLADO,6.2,CHOPIM,PALMAS,-26.421808,-51.783467,-26.420502,-51.811033,-26.421808,-51.783467,,,Original/SIGA (não re-medida),Pendente de validação,Pendente de validação,Em operação,Médio,PCH Padre Ponciano: em operação (ANEEL); pequeno reservatório e estruturas a NW do marcador — eixo a pinar.,2026-06-21,propagado:#1317,0,Operação,Salto Santo Antônio,"-26.4218,-51.7835"
1319,,194361947,PCH PAIOL GRANDE,PCH,DEFERIDO,16,IRATIM,BITURUNA / PALMAS,-26.267347,-51.657279,-26.251004,-51.688672,-26.267347,-51.657279,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Paiol Grande: terreno florestal com pequena drenagem no marcador, sem barragem. PCH não construída; casa de força -26.251004,-51.688672.",2026-06-21,direta,3,,,"-26.2673,-51.6573"
1320,,83669705,PCH PAIOL GRANDE,PCH,ARQUIVADO,12,IRATIM,BITURUNA / PALMAS,-26.273694,-51.660888,,-51.660888,-26.273694,-51.660888,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Paiol Grande (2º registro): terreno florestal/silvicultura no marcador, sem barragem. PCH não construída.",2026-06-21,propagado:#1321,3,,,"-26.2737,-51.6609"
1321,,73734444,PCH PAIOL GRANDE,PCH,EM ANALISE,14.7,IRATIM,PALMAS/ BITURUNA,-26.273694,-51.660888,,-51.660888,-26.273694,-51.660888,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Paiol Grande (2º registro): terreno florestal/silvicultura no marcador, sem barragem. PCH não construída.",2026-06-21,direta,3,,,"-26.2737,-51.6609"
1322,,233305901,PCH PAIOL GRANDE,PCH,EM ANALISE,16,IRATIM,BITURUNA / PALMAS,-26.267347,-51.657279,,,-26.267347,-51.657279,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Paiol Grande: terreno florestal com pequena drenagem no marcador, sem barragem. PCH não construída; casa de força -26.251004,-51.688672.",2026-06-21,propagado:#1319,3,,,"-26.2673,-51.6573"
1323,,180664360,PCH PARANHOS MONTANTE,PCH,DEFERIDO,21,CHOPIM,DOIS VIZINHOS / SÃO JORGE D'OESTE,-25.662729,-53.041104,-25.662729,-53.041104,-25.662729,-53.041104,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Paranhos Montante (2ª passada, confirmação DOCUMENTAL): 21 MW no Rio Chopim (Dois Vizinhos/São Jorge d'Oeste), projeto do inventário do Chopim (reclassificação da UHE Paranhos) ainda EM PROJETO/licenciamento, sem evidência de construção/operação. Pendente→Não construído (verificar visualmente rio livre).",2026-06-26,direta,3,,,"-25.6627,-53.0411"
1324,,214756439,PCH PARANHOS MONTANTE,PCH,EM ANALISE,21,CHOPIM,DOIS VIZINHOS / SÃO JORGE D'OESTE,-25.662729,-53.041104,-25.662729,-53.041104,-25.662729,-53.041104,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Paranhos Montante (2ª passada, confirmação DOCUMENTAL): 21 MW no Rio Chopim (Dois Vizinhos/São Jorge d'Oeste), projeto do inventário do Chopim (reclassificação da UHE Paranhos) ainda EM PROJETO/licenciamento, sem evidência de construção/operação. Pendente→Não construído (verificar visualmente rio livre). [propagado de #1323, mesma usina/chave_local]",2026-06-26,direta,3,,,"-25.6627,-53.0411"
1325,,24.195.497-8,PCH PARANHOS MONTANTE,PCH,EM ANALISE,21,CHOPIM,DOIS VIZINHOS / SÃO JORGE D'OESTE,-25.662729,-53.041104,-25.662729,-53.041104,-25.662729,-53.041104,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Paranhos Montante (2ª passada, confirmação DOCUMENTAL): 21 MW no Rio Chopim (Dois Vizinhos/São Jorge d'Oeste), projeto do inventário do Chopim (reclassificação da UHE Paranhos) ainda EM PROJETO/licenciamento, sem evidência de construção/operação. Pendente→Não construído (verificar visualmente rio livre). [propagado de #1323, mesma usina/chave_local]",2026-06-26,direta,3,,,"-25.6627,-53.0411"
1326,,79144479,PCH PAREDINHA,PCH,DEFERIDO,7.5,CACHOEIRA,TURVO,-24.936142,-51.429659,,-51.423614,-24.936142,-51.429659,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. PCH Paredinha (Rio Cachoeira, Turvo; SIGA 'Paredinha').",2026-06-26,direta,0,Operação,Paredinha,"-24.9361,-51.4297"
1327,,155068620,PCH PAREDINHA,PCH,DEFERIDO,23.92,CACHOEIRA,TURVO,-24.936142,-51.429659,,-51.423614,-24.936142,-51.429659,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. PCH Paredinha (Rio Cachoeira, Turvo; SIGA 'Paredinha'). [propagado de #1326, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Paredinha,"-24.9361,-51.4297"
1328,,246953791,PCH PAREDINHA,PCH,DEFERIDO,23.92,CACHOEIRA,TURVO,-24.936142,-51.429659,,,-24.936142,-51.429659,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. PCH Paredinha (Rio Cachoeira, Turvo; SIGA 'Paredinha'). [propagado de #1326, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Paredinha,"-24.9361,-51.4297"
1329,,191974719,PCH PAREDINHA,PCH,DEFERIDO,23.92,CACHOEIRA,TURVO,-24.936142,-51.429659,,,-24.936142,-51.429659,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. PCH Paredinha (Rio Cachoeira, Turvo; SIGA 'Paredinha'). [propagado de #1326, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Paredinha,"-24.9361,-51.4297"
1330,,25.111.580-0,PCH PAREDINHA,PCH,DEFERIDO,23.92,CACHOEIRA,TURVO,-24.936142,-51.429659,,,-24.936142,-51.429659,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. PCH Paredinha (Rio Cachoeira, Turvo; SIGA 'Paredinha'). [propagado de #1326, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Paredinha,"-24.9361,-51.4297"
1331,,161666122,PCH PATRIMÔNIO,PCH,ARQUIVADO,9.4,CORUMBATAÍ,GODOY MOREIRA / BARBOSA FERRAZ,-24.144698,-51.945481,,-51.945481,-24.144698,-51.945481,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Patrimônio: rio natural (meandro) no marcador, sem barragem. PCH não construída.",2026-06-21,direta,3,,,"-24.1447,-51.9455"
1332,,245657218,PCH PEDRA DO AMOR,PCH,PROTOCOLADO,5.5,DAS CINZAS,BANDEIRANTES / ITAMBARACÁ,-23.038797,-50.442573,,,-23.038797,-50.442573,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Pedra do Amor: rio natural (meandros) no marcador (terreno agrícola), sem barragem. PCH não construída.",2026-06-21,direta,3,,,"-23.0388,-50.4426"
1333,,158585138,PCH PEDRINHO,PCH,DEFERIDO,16.2,PEDRINHO,BOA VENTURA DE SÃO ROQUE,-24.777653,-51.429075,,,-24.777653,-51.429075,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"PCH Pedrinho (2ª passada, zoom img 11/3/2023): edificação geométrica (casa de força) no marcador + água turva represada acima. PCH construída no Rio Pedrinho. ANEEL=operação. Pendente→Validado.",2026-06-26,direta,0,Operação,Pedrinho I,"-24.7777,-51.4291"
1334,,34879281,PCH PEDRINHO I,PCH,DEFERIDO,15,PEDRINHO,TURVO / BOA VENTURA DE SÃO ROQUE,-24.788188,-51.430484,,-51.430484,-24.788188,-51.430484,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"PCH Pedrinho I (2ª passada, zoom 1,69km img 11/3/2023): estrutura de barragem retilínea cruzando o Rio Pedrinho no marcador + reservatório turvo represado + vertedouro (água branca) a NE. PCH construída. ANEEL=operação. Pendente→Validado.",2026-06-26,direta,0,Operação,Pedrinho I,"-24.7882,-51.4305"
1335,,43987356,PCH PEDRINHO I,PCH,DEFERIDO,15,PEDRINHO,TURVO / BOA VENTURA DE SÃO ROQUE,-24.788188,-51.430484,,-51.430484,-24.788188,-51.430484,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"PCH Pedrinho I (2ª passada, zoom 1,69km img 11/3/2023): estrutura de barragem retilínea cruzando o Rio Pedrinho no marcador + reservatório turvo represado + vertedouro (água branca) a NE. PCH construída. ANEEL=operação. Pendente→Validado. [propagado de #1334, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Pedrinho I,"-24.7882,-51.4305"
1336,,49483732,PCH PEDRINHO I,PCH,DEFERIDO,15,PEDRINHO,TURVO / BOA VENTURA DE SÃO ROQUE,-24.788188,-51.430484,,-51.430484,-24.788188,-51.430484,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"PCH Pedrinho I (2ª passada, zoom 1,69km img 11/3/2023): estrutura de barragem retilínea cruzando o Rio Pedrinho no marcador + reservatório turvo represado + vertedouro (água branca) a NE. PCH construída. ANEEL=operação. Pendente→Validado. [propagado de #1334, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Pedrinho I,"-24.7882,-51.4305"
1337,,53291864,PCH PEDRINHO I,PCH,DEFERIDO,15,PEDRINHO,TURVO / BOA VENTURA DE SÃO ROQUE,-24.788188,-51.430484,,-51.430484,-24.788188,-51.430484,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"PCH Pedrinho I (2ª passada, zoom 1,69km img 11/3/2023): estrutura de barragem retilínea cruzando o Rio Pedrinho no marcador + reservatório turvo represado + vertedouro (água branca) a NE. PCH construída. ANEEL=operação. Pendente→Validado. [propagado de #1334, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Pedrinho I,"-24.7882,-51.4305"
1338,,88387325,PCH PEDRINHO I,PCH,DEFERIDO,15,PEDRINHO,TURVO / BOA VENTURA DE SÃO ROQUE,-24.788188,-51.430484,,-51.430484,-24.788188,-51.430484,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"PCH Pedrinho I (2ª passada, zoom 1,69km img 11/3/2023): estrutura de barragem retilínea cruzando o Rio Pedrinho no marcador + reservatório turvo represado + vertedouro (água branca) a NE. PCH construída. ANEEL=operação. Pendente→Validado. [propagado de #1334, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Pedrinho I,"-24.7882,-51.4305"
1339,,120780700,PCH PEDRINHO I,PCH,DEFERIDO,15,PEDRINHO,TURVO / BOA VENTURA DE SÃO ROQUE,-24.788188,-51.430484,,-51.430484,-24.788188,-51.430484,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"PCH Pedrinho I (2ª passada, zoom 1,69km img 11/3/2023): estrutura de barragem retilínea cruzando o Rio Pedrinho no marcador + reservatório turvo represado + vertedouro (água branca) a NE. PCH construída. ANEEL=operação. Pendente→Validado. [propagado de #1334, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Pedrinho I,"-24.7882,-51.4305"
1340,,50364089,PCH PESQUEIRO,PCH,DEFERIDO,10.9,JAGUARIAÍVA,JAGUARIAÍVA / SENGÉS,-24.133288,-49.643929,-24.120837,-49.626503,-24.133288,-49.643929,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"PCH Pesqueiro (2ª passada, zoom img 11/18/2025): crista de barragem + reservatório represado a W/S + estrutura (casa de força/vertedouro) no marcador. PCH construída. ANEEL=operação. Pendente→Validado.",2026-06-26,direta,0,Operação,Pesqueiro,"-24.1333,-49.6439"
1341,,51451252,PCH PESQUEIRO,PCH,DEFERIDO,10.9,JAGUARIAÍVA,JAGUARIAÍVA / SENGÉS,-24.133288,-49.643929,-24.120837,-49.626503,-24.133288,-49.643929,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"PCH Pesqueiro (2ª passada, zoom img 11/18/2025): crista de barragem + reservatório represado a W/S + estrutura (casa de força/vertedouro) no marcador. PCH construída. ANEEL=operação. Pendente→Validado. [propagado de #1340, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Pesqueiro,"-24.1333,-49.6439"
1342,,53217605,PCH PESQUEIRO,PCH,ARQUIVADO,12,JAGUARIAÍVA,JAGUARIAÍVA / SENGÉS,-24.133288,-49.643929,-24.120837,-49.626503,-24.133288,-49.643929,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"PCH Pesqueiro (2ª passada, zoom img 11/18/2025): crista de barragem + reservatório represado a W/S + estrutura (casa de força/vertedouro) no marcador. PCH construída. ANEEL=operação. Pendente→Validado. [propagado de #1340, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Pesqueiro,"-24.1333,-49.6439"
1343,,59691279,PCH PESQUEIRO,PCH,DEFERIDO,12,JAGUARIAÍVA,JAGUARIAÍVA / SENGÉS,-24.133288,-49.643929,-24.120837,-49.626503,-24.133288,-49.643929,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"PCH Pesqueiro (2ª passada, zoom img 11/18/2025): crista de barragem + reservatório represado a W/S + estrutura (casa de força/vertedouro) no marcador. PCH construída. ANEEL=operação. Pendente→Validado. [propagado de #1340, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Pesqueiro,"-24.1333,-49.6439"
1344,,74098800,PCH PESQUEIRO,PCH,DEFERIDO,12,JAGUARIAÍVA,JAGUARIAÍVA / SENGÉS,-24.133288,-49.643929,-24.120837,-49.626503,-24.133288,-49.643929,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"PCH Pesqueiro (2ª passada, zoom img 11/18/2025): crista de barragem + reservatório represado a W/S + estrutura (casa de força/vertedouro) no marcador. PCH construída. ANEEL=operação. Pendente→Validado. [propagado de #1340, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Pesqueiro,"-24.1333,-49.6439"
1345,,117436861,PCH PESQUEIRO,PCH,DEFERIDO,12,JAGUARIAÍVA,JAGUARIAÍVA / SENGÉS,-24.133288,-49.643929,-24.120837,-49.626503,-24.133288,-49.643929,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"PCH Pesqueiro (2ª passada, zoom img 11/18/2025): crista de barragem + reservatório represado a W/S + estrutura (casa de força/vertedouro) no marcador. PCH construída. ANEEL=operação. Pendente→Validado. [propagado de #1340, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Pesqueiro,"-24.1333,-49.6439"
1346,,150456363,PCH PESQUEIRO,PCH,DEFERIDO,12,JAGUARIAÍVA,JAGUARIAÍVA / SENGÉS,-24.133288,-49.643929,-24.120837,-49.626503,-24.133288,-49.643929,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"PCH Pesqueiro (2ª passada, zoom img 11/18/2025): crista de barragem + reservatório represado a W/S + estrutura (casa de força/vertedouro) no marcador. PCH construída. ANEEL=operação. Pendente→Validado. [propagado de #1340, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Pesqueiro,"-24.1333,-49.6439"
1347,,186469852,PCH PESQUEIRO,PCH,DEFERIDO,12.44,JAGUARIAÍVA,JAGUARIAÍVA / SENGÉS,-24.133285,-49.643925,-24.120837,-49.626503,-24.133285,-49.643925,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"PCH Pesqueiro (2ª passada, zoom img 11/18/2025): crista de barragem + reservatório represado a W/S + estrutura (casa de força/vertedouro) no marcador. PCH construída. ANEEL=operação. Pendente→Validado. [propagado de #1340, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Pesqueiro,"-24.1333,-49.6439"
1348,,219805950,PCH PINHAL RALO,PCH,PROTOCOLADO,7.6,PINHÃO,PINHÃO / GUARAPUAVA ,-25.607307,-51.728203,,,-25.607307,-51.728203,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Pinhal Ralo: terreno florestal/agrícola com drenagem no marcador, sem barragem. PCH não construída.",2026-06-21,direta,3,,,"-25.6073,-51.7282"
1349,,83670401,PCH PINHAL RALO,PCH,INDEFERIDO,5.7,PINHÃO,GUARAPUAVA / PINHÃO,-25.597863,-51.752966,,-51.752966,-25.597863,-51.752966,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Pinhal Ralo (2º registro): rio natural com corredeira no marcador, sem barragem. PCH não construída.",2026-06-21,direta,3,,,"-25.5979,-51.753"
1350,,79486973,PCH PINHALITO,PCH,ARQUIVADO,20.4,PIQUIRI,ALTAMIRA DO PARANÁ/ DIAMANTE DO SUL / LARANJAL,-24.907501,-52.666646,,-52.666646,-24.907501,-52.666646,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Pinhalito: rio largo turvo no marcador, sem barragem. PCH não construída.",2026-06-21,direta,3,,,"-24.9075,-52.6666"
1351,,188481779,PCH PINHALZINHO,PCH,EM ANALISE,10,DA AREIA,CRUZ MACHADO / INACIO MARTINS,-25.880908,-51.353378,-25.891784,-51.355896,-25.880908,-51.353378,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Pinhalzinho (= #1352, mesma coord): rio turvo natural, sem barragem. PCH não construída; casa de força -25.891784,-51.355896.",2026-06-21,direta,3,,,"-25.8809,-51.3534"
1352,,55805644,PCH PINHALZINHO,PCH,DEFERIDO,10.9,AREIA,PINHÃO/ CRUZ MACHADO,-25.880949,-51.353333,-25.891784,-51.355896,-25.880949,-51.353333,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Pinhalzinho: rio turvo natural no marcador, sem barragem. PCH não construída; casa de força -25.891784,-51.355896.",2026-06-21,direta,3,,,"-25.8809,-51.3533"
1353,,78410698,PCH PINHALZINHO,PCH,ARQUIVADO,10.9,AREIA,PINHÃO/ CRUZ MACHADO,-25.880949,-51.353333,-25.891784,-51.355896,-25.880949,-51.353333,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Pinhalzinho: rio turvo natural no marcador, sem barragem. PCH não construída; casa de força -25.891784,-51.355896.",2026-06-21,propagado:#1352,3,,,"-25.8809,-51.3533"
1354,,173920342,PCH PINHALZINHO,PCH,ARQUIVADO,10,DA AREIA,CRUZ MACHADO / PINHÃO,-25.880908,-51.353378,-25.891784,-51.355896,-25.880908,-51.353378,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Pinhalzinho (= #1352, mesma coord): rio turvo natural, sem barragem. PCH não construída; casa de força -25.891784,-51.355896.",2026-06-21,propagado:#1351,3,,,"-25.8809,-51.3534"
1355,,121989468,PCH PITUQUINHAS,PCH,DEFERIDO,13.3,CAPÃO GRANDE,RESERVA DO IGUAÇU / PINHÃO,-25.752536,-51.979411,,-51.979411,-25.752536,-51.979411,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. PCH Pituquinhas (Rio Capão Grande; cascata 'Reinhofer'; visual mostrou ravina represável).,2026-06-26,direta,0,Operação,Reinhofer,"-25.7525,-51.9794"
1356,,196134980,PCH PITUQUINHAS,PCH,PROTOCOLADO,13.5,CAPÃO GRANDE,RESERVA DO IGUAÇU / PINHÃO,-25.752536,-51.979444,-25.755555,-52.017222,-25.752536,-51.979444,,,Original/SIGA (não re-medida),Validado,Validado,Em operação,Médio,"Validado por registro ANEEL=operação com match SIGA confiável (2ª passada). CGH/PCH pequena de cascata; imagem de satélite insuficiente p/ confirmação visual conclusiva nesta passada — eixo/casa de força a confirmar em campo. PCH Pituquinhas (Rio Capão Grande; cascata 'Reinhofer'; visual mostrou ravina represável). [propagado de #1355, mesma usina/chave_local]",2026-06-26,direta,0,Operação,Reinhofer,"-25.7525,-51.9794"
1357,,79682047,PCH PORTO DA BOTA,PCH,ARQUIVADO,29.6,PIQUIRI,ALTAMIRA DO PARANÁ/ DIAMANTE DO SUL/ GUARANIAÇU,-24.853333,-52.740833,,-52.740833,-24.853333,-52.740833,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Porto da Bota: rio turvo (Piquiri) a S, marcador em terreno florestal sem barragem. PCH não construída.",2026-06-21,direta,3,,,"-24.8533,-52.7408"
1358,,78395907,PCH PULO,PCH,DEFERIDO,7.3,IAPÓ,CASTRO,-24.72185,-50.134378,-24.716201,-50.139513,-24.721905,-50.134377,-24.72185,-50.134378,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"PCH Pulo: Rio Iapó confirmado no marcador (Salto do Pulo, coord ANEEL, em operação). Casa de força listada ~0,7 km a NW — a pinar.",2026-06-21,direta,0,Operação,Pulo,"-24.7219,-50.1344"
1359,,139632176,PCH PULO,PCH,DEFERIDO,7.3,IAPÓ,CASTRO,-24.72185,-50.134378,-24.716201,-50.139513,-24.721905,-50.134377,-24.72185,-50.134378,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"PCH Pulo: Rio Iapó confirmado no marcador (Salto do Pulo, coord ANEEL, em operação). Casa de força listada ~0,7 km a NW — a pinar.",2026-06-21,propagado:#1358,0,Operação,Pulo,"-24.7219,-50.1344"
1360,,151204589,PCH PULO,PCH,DEFERIDO,7.3,IAPÓ,CASTRO,-24.72185,-50.134378,-24.716201,-50.139513,-24.721905,-50.134377,-24.72185,-50.134378,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"PCH Pulo: Rio Iapó confirmado no marcador (Salto do Pulo, coord ANEEL, em operação). Casa de força listada ~0,7 km a NW — a pinar.",2026-06-21,propagado:#1358,0,Operação,Pulo,"-24.7219,-50.1344"
1361,,154909311,PCH PULO,PCH,DEFERIDO,7.3,IAPÓ,CASTRO,-24.72185,-50.134378,-24.716201,-50.139513,-24.721905,-50.134377,-24.72185,-50.134378,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"PCH Pulo: Rio Iapó confirmado no marcador (Salto do Pulo, coord ANEEL, em operação). Casa de força listada ~0,7 km a NW — a pinar.",2026-06-21,propagado:#1358,0,Operação,Pulo,"-24.7219,-50.1344"
1362,,198220892,PCH PULO,PCH,PROTOCOLADO,7.3,IAPÓ,CASTRO,-24.72185,-50.134378,-24.716201,-50.139513,-24.721905,-50.134377,-24.72185,-50.134378,Confirmada visual,Validado,Pendente de validação,Em operação,Médio,"PCH Pulo: Rio Iapó confirmado no marcador (Salto do Pulo, coord ANEEL, em operação). Casa de força listada ~0,7 km a NW — a pinar.",2026-06-21,propagado:#1358,0,Operação,Pulo,"-24.7219,-50.1344"
1363,,59703137,PCH QUATI,PCH,ARQUIVADO,15,SÃO JOÃO,GUARATUBA/ SÃO JOSÉ DOS PINHAIS,-25.811378,-48.876607,,-48.876607,-25.811378,-48.876607,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Quati: floresta densa de serra (Serra do Mar) com pequena drenagem, sem barragem. PCH não construída.",2026-06-21,direta,3,,,"-25.8114,-48.8766"
1364,,184624737,PCH RANCHO GRANDE,PCH,DEFERIDO,20.5,CHOPIM,CORONEL DOMINGOS SOARES / PALMAS,-26.323682,-52.166472,-26.323488,-52.18245,-26.323682,-52.166472,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Rancho Grande: rio (Chopim) com corredeira natural no marcador (água branca a jusante), sem barragem. PCH não construída; casa de força -26.323488,-52.182450.",2026-06-21,direta,3,,,"-26.3237,-52.1665"
1365,,49493843,PCH RANCHO GRANDE,PCH,ARQUIVADO,10,CHOPIM,PALMAS,-26.323682,-52.166472,-26.323488,-52.18245,-26.323682,-52.166472,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Rancho Grande: rio (Chopim) com corredeira natural no marcador (água branca a jusante), sem barragem. PCH não construída; casa de força -26.323488,-52.182450.",2026-06-21,propagado:#1364,3,,,"-26.3237,-52.1665"
1366,,162861107,PCH RANCHO GRANDE,PCH,ARQUIVADO,20.5,CHOPIM,PALMAS / CORONEL DOMINGOS SOARES,-26.323682,-52.166472,-26.323488,-52.18245,-26.323682,-52.166472,,,Original/SIGA (não re-medida),Não construído,Não construído,Não construído,Médio,"PCH Rancho Grande: rio (Chopim) com corredeira natural no marcador (água branca a jusante), sem barragem. PCH não construída; casa de força -26.323488,-52.182450.",2026-06-21,propagado:#1364,3,,,"-26.3237,-52.1665"
